,date,location,climat
4255,2010-12-13,Coffs Harbour,chaud_humide
4256,2010-12-16,Coffs Harbour,chaud_humide
4260,2010-12-22,Coffs Harbour,chaud_humide
4261,2010-12-27,Coffs Harbour,chaud_humide
4267,2011-01-05,Coffs Harbour,chaud_humide
4275,2011-01-22,Coffs Harbour,chaud_humide
4280,2011-01-28,Coffs Harbour,chaud_humide
4288,2011-02-09,Coffs Harbour,chaud_humide
4290,2011-02-13,Coffs Harbour,chaud_humide
4294,2011-02-20,Coffs Harbour,chaud_humide
4300,2011-02-28,Coffs Harbour,chaud_humide
4303,2011-03-11,Coffs Harbour,chaud_humide
4309,2011-03-19,Coffs Harbour,chaud_humide
4312,2011-03-27,Coffs Harbour,chaud_humide
4313,2011-03-28,Coffs Harbour,chaud_humide
4315,2011-05-03,Coffs Harbour,chaud_humide
4320,2011-05-09,Coffs Harbour,chaud_humide
4328,2011-05-18,Coffs Harbour,chaud_humide
4329,2011-05-20,Coffs Harbour,chaud_humide
4331,2011-05-23,Coffs Harbour,chaud_humide
4335,2011-05-29,Coffs Harbour,chaud_humide
4343,2011-06-11,Coffs Harbour,chaud_humide
4353,2011-06-28,Coffs Harbour,chaud_humide
4363,2011-07-13,Coffs Harbour,chaud_humide
4365,2011-07-15,Coffs Harbour,chaud_humide
4385,2011-08-07,Coffs Harbour,chaud_humide
4386,2011-08-09,Coffs Harbour,chaud_humide
4390,2011-08-16,Coffs Harbour,chaud_humide
4391,2011-08-17,Coffs Harbour,chaud_humide
4394,2011-08-20,Coffs Harbour,chaud_humide
4398,2011-08-29,Coffs Harbour,chaud_humide
4399,2011-09-01,Coffs Harbour,chaud_humide
4418,2011-09-24,Coffs Harbour,chaud_humide
4420,2011-09-28,Coffs Harbour,chaud_humide
4421,2011-09-29,Coffs Harbour,chaud_humide
4423,2011-10-01,Coffs Harbour,chaud_humide
4427,2011-10-07,Coffs Harbour,chaud_humide
4431,2011-10-12,Coffs Harbour,chaud_humide
4432,2011-10-16,Coffs Harbour,chaud_humide
4439,2011-10-25,Coffs Harbour,chaud_humide
4440,2011-10-29,Coffs Harbour,chaud_humide
4444,2011-11-03,Coffs Harbour,chaud_humide
4455,2011-11-16,Coffs Harbour,chaud_humide
4461,2011-11-23,Coffs Harbour,chaud_humide
4466,2011-12-01,Coffs Harbour,chaud_humide
4468,2011-12-04,Coffs Harbour,chaud_humide
4472,2011-12-14,Coffs Harbour,chaud_humide
4477,2011-12-21,Coffs Harbour,chaud_humide
4478,2011-12-23,Coffs Harbour,chaud_humide
4482,2011-12-30,Coffs Harbour,chaud_humide
4490,2012-01-09,Coffs Harbour,chaud_humide
4499,2012-01-22,Coffs Harbour,chaud_humide
4504,2012-02-06,Coffs Harbour,chaud_humide
4505,2012-02-07,Coffs Harbour,chaud_humide
4506,2012-02-10,Coffs Harbour,chaud_humide
4513,2012-02-20,Coffs Harbour,chaud_humide
4522,2012-03-02,Coffs Harbour,chaud_humide
4526,2012-03-10,Coffs Harbour,chaud_humide
4529,2012-03-18,Coffs Harbour,chaud_humide
4532,2012-03-25,Coffs Harbour,chaud_humide
4533,2012-03-27,Coffs Harbour,chaud_humide
4535,2012-03-30,Coffs Harbour,chaud_humide
4544,2012-04-09,Coffs Harbour,chaud_humide
4545,2012-04-13,Coffs Harbour,chaud_humide
4546,2012-04-16,Coffs Harbour,chaud_humide
4549,2012-04-27,Coffs Harbour,chaud_humide
4551,2012-05-03,Coffs Harbour,chaud_humide
4558,2012-05-12,Coffs Harbour,chaud_humide
4561,2012-05-16,Coffs Harbour,chaud_humide
4569,2012-05-25,Coffs Harbour,chaud_humide
4573,2012-05-29,Coffs Harbour,chaud_humide
4575,2012-06-02,Coffs Harbour,chaud_humide
4576,2012-06-03,Coffs Harbour,chaud_humide
4581,2012-06-10,Coffs Harbour,chaud_humide
4594,2012-06-26,Coffs Harbour,chaud_humide
4601,2012-07-06,Coffs Harbour,chaud_humide
4603,2012-07-09,Coffs Harbour,chaud_humide
4605,2012-07-14,Coffs Harbour,chaud_humide
4608,2012-07-22,Coffs Harbour,chaud_humide
4609,2012-07-23,Coffs Harbour,chaud_humide
4656,2012-09-13,Coffs Harbour,chaud_humide
4660,2012-09-17,Coffs Harbour,chaud_humide
4662,2012-09-21,Coffs Harbour,chaud_humide
4665,2012-09-24,Coffs Harbour,chaud_humide
4681,2012-10-14,Coffs Harbour,chaud_humide
4691,2012-10-28,Coffs Harbour,chaud_humide
4695,2012-11-03,Coffs Harbour,chaud_humide
4700,2012-11-14,Coffs Harbour,chaud_humide
4702,2012-11-16,Coffs Harbour,chaud_humide
4705,2012-11-25,Coffs Harbour,chaud_humide
4710,2013-01-06,Coffs Harbour,chaud_humide
4713,2013-01-13,Coffs Harbour,chaud_humide
4716,2013-01-19,Coffs Harbour,chaud_humide
4717,2013-01-21,Coffs Harbour,chaud_humide
4718,2013-01-23,Coffs Harbour,chaud_humide
4722,2013-03-06,Coffs Harbour,chaud_humide
4723,2013-03-08,Coffs Harbour,chaud_humide
4725,2013-03-11,Coffs Harbour,chaud_humide
4728,2013-03-15,Coffs Harbour,chaud_humide
4729,2013-03-18,Coffs Harbour,chaud_humide
4731,2013-03-23,Coffs Harbour,chaud_humide
4736,2013-03-28,Coffs Harbour,chaud_humide
4739,2013-04-03,Coffs Harbour,chaud_humide
4740,2013-04-08,Coffs Harbour,chaud_humide
4741,2013-04-09,Coffs Harbour,chaud_humide
4742,2013-04-11,Coffs Harbour,chaud_humide
4761,2013-05-06,Coffs Harbour,chaud_humide
4764,2013-05-10,Coffs Harbour,chaud_humide
4765,2013-05-11,Coffs Harbour,chaud_humide
4776,2013-05-27,Coffs Harbour,chaud_humide
4777,2013-05-29,Coffs Harbour,chaud_humide
4778,2013-05-30,Coffs Harbour,chaud_humide
4780,2013-06-02,Coffs Harbour,chaud_humide
4785,2013-06-08,Coffs Harbour,chaud_humide
4786,2013-06-10,Coffs Harbour,chaud_humide
4787,2013-06-12,Coffs Harbour,chaud_humide
4807,2013-07-09,Coffs Harbour,chaud_humide
4808,2013-07-10,Coffs Harbour,chaud_humide
4815,2013-07-19,Coffs Harbour,chaud_humide
4823,2013-07-28,Coffs Harbour,chaud_humide
4868,2013-09-15,Coffs Harbour,chaud_humide
4886,2013-10-08,Coffs Harbour,chaud_humide
4889,2013-10-12,Coffs Harbour,chaud_humide
4894,2013-10-18,Coffs Harbour,chaud_humide
4909,2013-11-10,Coffs Harbour,chaud_humide
4911,2013-11-15,Coffs Harbour,chaud_humide
4914,2013-11-22,Coffs Harbour,chaud_humide
4915,2013-11-25,Coffs Harbour,chaud_humide
4928,2013-12-14,Coffs Harbour,chaud_humide
4929,2013-12-15,Coffs Harbour,chaud_humide
4938,2013-12-26,Coffs Harbour,chaud_humide
4949,2014-01-07,Coffs Harbour,chaud_humide
4950,2014-01-10,Coffs Harbour,chaud_humide
4961,2014-01-21,Coffs Harbour,chaud_humide
4967,2014-02-04,Coffs Harbour,chaud_humide
4972,2014-02-12,Coffs Harbour,chaud_humide
4975,2014-02-20,Coffs Harbour,chaud_humide
4977,2014-02-22,Coffs Harbour,chaud_humide
4978,2014-02-24,Coffs Harbour,chaud_humide
4979,2014-02-26,Coffs Harbour,chaud_humide
4981,2014-02-28,Coffs Harbour,chaud_humide
4985,2014-03-08,Coffs Harbour,chaud_humide
4986,2014-03-10,Coffs Harbour,chaud_humide
4993,2014-03-20,Coffs Harbour,chaud_humide
4995,2014-03-24,Coffs Harbour,chaud_humide
4996,2014-03-30,Coffs Harbour,chaud_humide
5006,2014-04-14,Coffs Harbour,chaud_humide
5018,2014-04-27,Coffs Harbour,chaud_humide
5020,2015-02-27,Coffs Harbour,chaud_humide
5021,2015-03-02,Coffs Harbour,chaud_humide
5032,2015-03-24,Coffs Harbour,chaud_humide
5034,2015-03-26,Coffs Harbour,chaud_humide
5036,2015-03-30,Coffs Harbour,chaud_humide
5037,2015-04-03,Coffs Harbour,chaud_humide
5049,2015-04-19,Coffs Harbour,chaud_humide
5056,2015-04-28,Coffs Harbour,chaud_humide
5064,2015-05-13,Coffs Harbour,chaud_humide
5066,2015-05-15,Coffs Harbour,chaud_humide
5067,2015-05-21,Coffs Harbour,chaud_humide
5071,2015-05-30,Coffs Harbour,chaud_humide
5076,2015-06-06,Coffs Harbour,chaud_humide
5079,2015-06-10,Coffs Harbour,chaud_humide
5080,2015-06-12,Coffs Harbour,chaud_humide
5081,2015-06-14,Coffs Harbour,chaud_humide
5082,2015-06-16,Coffs Harbour,chaud_humide
5089,2015-06-25,Coffs Harbour,chaud_humide
5113,2015-07-19,Coffs Harbour,chaud_humide
5114,2015-07-23,Coffs Harbour,chaud_humide
5118,2015-07-29,Coffs Harbour,chaud_humide
5141,2015-08-23,Coffs Harbour,chaud_humide
5147,2015-09-02,Coffs Harbour,chaud_humide
5150,2015-09-05,Coffs Harbour,chaud_humide
5158,2015-09-16,Coffs Harbour,chaud_humide
5159,2015-09-24,Coffs Harbour,chaud_humide
5170,2015-10-13,Coffs Harbour,chaud_humide
5175,2015-10-22,Coffs Harbour,chaud_humide
5177,2015-10-26,Coffs Harbour,chaud_humide
5182,2015-11-03,Coffs Harbour,chaud_humide
5187,2015-11-21,Coffs Harbour,chaud_humide
5191,2015-12-04,Coffs Harbour,chaud_humide
5201,2015-12-22,Coffs Harbour,chaud_humide
5219,2016-01-28,Coffs Harbour,chaud_humide
5222,2016-02-04,Coffs Harbour,chaud_humide
5223,2016-02-05,Coffs Harbour,chaud_humide
5224,2016-02-09,Coffs Harbour,chaud_humide
5244,2016-03-03,Coffs Harbour,chaud_humide
5248,2016-03-12,Coffs Harbour,chaud_humide
5249,2016-03-15,Coffs Harbour,chaud_humide
5250,2016-03-16,Coffs Harbour,chaud_humide
5251,2016-03-20,Coffs Harbour,chaud_humide
5256,2016-03-26,Coffs Harbour,chaud_humide
5258,2016-03-29,Coffs Harbour,chaud_humide
5265,2016-04-08,Coffs Harbour,chaud_humide
5267,2016-04-12,Coffs Harbour,chaud_humide
5270,2016-04-17,Coffs Harbour,chaud_humide
5273,2016-04-22,Coffs Harbour,chaud_humide
5274,2016-04-26,Coffs Harbour,chaud_humide
5304,2016-06-01,Coffs Harbour,chaud_humide
5305,2016-06-03,Coffs Harbour,chaud_humide
5311,2016-06-12,Coffs Harbour,chaud_humide
5316,2016-06-18,Coffs Harbour,chaud_humide
5327,2016-07-04,Coffs Harbour,chaud_humide
5333,2016-07-12,Coffs Harbour,chaud_humide
5337,2016-07-16,Coffs Harbour,chaud_humide
5339,2016-07-20,Coffs Harbour,chaud_humide
5348,2016-08-02,Coffs Harbour,chaud_humide
5349,2016-08-06,Coffs Harbour,chaud_humide
5352,2016-08-10,Coffs Harbour,chaud_humide
5355,2016-08-14,Coffs Harbour,chaud_humide
5362,2016-08-22,Coffs Harbour,chaud_humide
5368,2016-08-31,Coffs Harbour,chaud_humide
5377,2016-09-13,Coffs Harbour,chaud_humide
5380,2016-09-18,Coffs Harbour,chaud_humide
5381,2016-09-20,Coffs Harbour,chaud_humide
5385,2016-09-25,Coffs Harbour,chaud_humide
5398,2016-10-13,Coffs Harbour,chaud_humide
5400,2016-10-19,Coffs Harbour,chaud_humide
5410,2016-11-08,Coffs Harbour,chaud_humide
5412,2016-11-12,Coffs Harbour,chaud_humide
5422,2016-11-27,Coffs Harbour,chaud_humide
5425,2016-12-01,Coffs Harbour,chaud_humide
5428,2016-12-05,Coffs Harbour,chaud_humide
5432,2016-12-15,Coffs Harbour,chaud_humide
5434,2016-12-18,Coffs Harbour,chaud_humide
5435,2016-12-20,Coffs Harbour,chaud_humide
5444,2017-01-01,Coffs Harbour,chaud_humide
5448,2017-01-11,Coffs Harbour,chaud_humide
5451,2017-01-18,Coffs Harbour,chaud_humide
5456,2017-01-26,Coffs Harbour,chaud_humide
5465,2017-02-07,Coffs Harbour,chaud_humide
5466,2017-02-08,Coffs Harbour,chaud_humide
5470,2017-02-17,Coffs Harbour,chaud_humide
5471,2017-02-19,Coffs Harbour,chaud_humide
5476,2017-02-25,Coffs Harbour,chaud_humide
5478,2017-03-04,Coffs Harbour,chaud_humide
5480,2017-03-08,Coffs Harbour,chaud_humide
5484,2017-03-13,Coffs Harbour,chaud_humide
5485,2017-03-17,Coffs Harbour,chaud_humide
5489,2017-03-24,Coffs Harbour,chaud_humide
5494,2017-03-29,Coffs Harbour,chaud_humide
5501,2017-04-14,Coffs Harbour,chaud_humide
5504,2017-04-20,Coffs Harbour,chaud_humide
5505,2017-04-21,Coffs Harbour,chaud_humide
5508,2017-04-25,Coffs Harbour,chaud_humide
5515,2017-05-03,Coffs Harbour,chaud_humide
5518,2017-05-08,Coffs Harbour,chaud_humide
5521,2017-05-12,Coffs Harbour,chaud_humide
5522,2017-05-13,Coffs Harbour,chaud_humide
5525,2017-05-18,Coffs Harbour,chaud_humide
5533,2017-05-28,Coffs Harbour,chaud_humide
5545,2017-06-09,Coffs Harbour,chaud_humide
5548,2017-06-16,Coffs Harbour,chaud_humide
5549,2017-06-19,Coffs Harbour,chaud_humide
5563,2009-01-09,Moree,chaud_humide
5573,2009-01-25,Moree,chaud_humide
5588,2009-02-10,Moree,chaud_humide
5590,2009-02-13,Moree,chaud_humide
5591,2009-02-16,Moree,chaud_humide
5615,2009-03-14,Moree,chaud_humide
5636,2009-04-04,Moree,chaud_humide
5653,2009-04-24,Moree,chaud_humide
5674,2009-05-18,Moree,chaud_humide
5679,2009-05-28,Moree,chaud_humide
5684,2009-06-03,Moree,chaud_humide
5718,2009-07-13,Moree,chaud_humide
5758,2009-08-30,Moree,chaud_humide
5760,2009-09-03,Moree,chaud_humide
5775,2009-09-21,Moree,chaud_humide
5806,2009-10-26,Moree,chaud_humide
5814,2009-11-07,Moree,chaud_humide
5815,2009-11-09,Moree,chaud_humide
5839,2009-12-21,Moree,chaud_humide
5842,2009-12-26,Moree,chaud_humide
5853,2010-01-17,Moree,chaud_humide
5863,2010-01-31,Moree,chaud_humide
5870,2010-02-14,Moree,chaud_humide
5878,2010-02-28,Moree,chaud_humide
5881,2010-03-07,Moree,chaud_humide
5882,2010-03-08,Moree,chaud_humide
5903,2010-03-30,Moree,chaud_humide
5909,2010-04-06,Moree,chaud_humide
5954,2010-05-25,Moree,chaud_humide
5956,2010-05-28,Moree,chaud_humide
5957,2010-05-29,Moree,chaud_humide
5958,2010-06-02,Moree,chaud_humide
5971,2010-06-17,Moree,chaud_humide
5979,2010-06-26,Moree,chaud_humide
5985,2010-07-02,Moree,chaud_humide
5995,2010-07-13,Moree,chaud_humide
6007,2010-07-27,Moree,chaud_humide
6015,2010-08-09,Moree,chaud_humide
6024,2010-08-22,Moree,chaud_humide
6025,2010-08-25,Moree,chaud_humide
6034,2010-09-03,Moree,chaud_humide
6061,2010-10-08,Moree,chaud_humide
6072,2010-10-22,Moree,chaud_humide
6073,2010-10-24,Moree,chaud_humide
6080,2010-11-01,Moree,chaud_humide
6083,2010-11-05,Moree,chaud_humide
6084,2010-11-07,Moree,chaud_humide
6104,2010-12-06,Moree,chaud_humide
6107,2010-12-09,Moree,chaud_humide
6113,2010-12-16,Moree,chaud_humide
6135,2011-01-10,Moree,chaud_humide
6148,2011-01-28,Moree,chaud_humide
6160,2011-02-13,Moree,chaud_humide
6174,2011-03-01,Moree,chaud_humide
6175,2011-03-03,Moree,chaud_humide
6186,2011-03-17,Moree,chaud_humide
6198,2011-05-03,Moree,chaud_humide
6215,2011-05-22,Moree,chaud_humide
6216,2011-05-24,Moree,chaud_humide
6234,2011-06-11,Moree,chaud_humide
6235,2011-06-13,Moree,chaud_humide
6264,2011-07-15,Moree,chaud_humide
6295,2011-08-17,Moree,chaud_humide
6296,2011-08-19,Moree,chaud_humide
6303,2011-08-26,Moree,chaud_humide
6304,2011-08-29,Moree,chaud_humide
6311,2011-09-07,Moree,chaud_humide
6330,2011-09-30,Moree,chaud_humide
6331,2011-10-01,Moree,chaud_humide
6334,2011-10-05,Moree,chaud_humide
6335,2011-10-07,Moree,chaud_humide
6341,2011-10-14,Moree,chaud_humide
6351,2011-10-25,Moree,chaud_humide
6362,2011-11-06,Moree,chaud_humide
6377,2011-11-22,Moree,chaud_humide
6381,2011-11-30,Moree,chaud_humide
6385,2011-12-05,Moree,chaud_humide
6386,2011-12-11,Moree,chaud_humide
6388,2011-12-15,Moree,chaud_humide
6391,2011-12-19,Moree,chaud_humide
6410,2012-01-14,Moree,chaud_humide
6416,2012-01-23,Moree,chaud_humide
6422,2012-02-10,Moree,chaud_humide
6431,2012-02-24,Moree,chaud_humide
6433,2012-02-26,Moree,chaud_humide
6437,2012-03-02,Moree,chaud_humide
6440,2012-03-06,Moree,chaud_humide
6462,2012-03-30,Moree,chaud_humide
6478,2012-04-16,Moree,chaud_humide
6487,2012-04-27,Moree,chaud_humide
6490,2012-05-02,Moree,chaud_humide
6511,2012-06-01,Moree,chaud_humide
6547,2012-07-18,Moree,chaud_humide
6594,2012-09-17,Moree,chaud_humide
6595,2012-09-18,Moree,chaud_humide
6596,2012-09-20,Moree,chaud_humide
6614,2012-10-10,Moree,chaud_humide
6636,2012-11-08,Moree,chaud_humide
6666,2013-01-22,Moree,chaud_humide
6667,2013-01-26,Moree,chaud_humide
6669,2013-01-31,Moree,chaud_humide
6689,2013-03-22,Moree,chaud_humide
6700,2013-04-04,Moree,chaud_humide
6702,2013-04-06,Moree,chaud_humide
6736,2013-05-13,Moree,chaud_humide
6751,2013-06-01,Moree,chaud_humide
6758,2013-06-10,Moree,chaud_humide
6787,2013-07-15,Moree,chaud_humide
6890,2013-12-04,Moree,chaud_humide
6934,2014-02-18,Moree,chaud_humide
6949,2014-03-19,Moree,chaud_humide
6973,2014-04-30,Moree,chaud_humide
7027,2014-07-15,Moree,chaud_humide
7101,2014-12-10,Moree,chaud_humide
7112,2015-01-13,Moree,chaud_humide
7113,2015-01-14,Moree,chaud_humide
7115,2015-01-20,Moree,chaud_humide
7138,2015-03-10,Moree,chaud_humide
7175,2015-06-15,Moree,chaud_humide
7179,2015-06-24,Moree,chaud_humide
7181,2015-06-30,Moree,chaud_humide
7185,2015-07-15,Moree,chaud_humide
7189,2015-07-22,Moree,chaud_humide
7217,2015-09-02,Moree,chaud_humide
7218,2015-09-03,Moree,chaud_humide
7257,2015-10-21,Moree,chaud_humide
7260,2015-10-26,Moree,chaud_humide
7265,2015-11-04,Moree,chaud_humide
7280,2015-12-01,Moree,chaud_humide
7289,2015-12-15,Moree,chaud_humide
7291,2015-12-22,Moree,chaud_humide
7305,2016-02-03,Moree,chaud_humide
7320,2016-02-21,Moree,chaud_humide
7344,2016-03-30,Moree,chaud_humide
7370,2016-05-01,Moree,chaud_humide
7391,2016-05-26,Moree,chaud_humide
7393,2016-06-01,Moree,chaud_humide
7395,2016-06-03,Moree,chaud_humide
7396,2016-06-05,Moree,chaud_humide
7406,2016-06-17,Moree,chaud_humide
7407,2016-06-21,Moree,chaud_humide
7418,2016-07-04,Moree,chaud_humide
7432,2016-07-20,Moree,chaud_humide
7433,2016-07-22,Moree,chaud_humide
7456,2016-09-13,Moree,chaud_humide
7457,2016-09-17,Moree,chaud_humide
7458,2016-09-20,Moree,chaud_humide
7461,2016-09-24,Moree,chaud_humide
7464,2016-09-29,Moree,chaud_humide
7466,2016-10-02,Moree,chaud_humide
7485,2016-10-30,Moree,chaud_humide
7492,2016-11-09,Moree,chaud_humide
7506,2016-11-29,Moree,chaud_humide
7511,2016-12-06,Moree,chaud_humide
7529,2017-01-01,Moree,chaud_humide
7533,2017-01-06,Moree,chaud_humide
7544,2017-01-19,Moree,chaud_humide
7548,2017-01-25,Moree,chaud_humide
7575,2017-02-25,Moree,chaud_humide
7581,2017-03-04,Moree,chaud_humide
7588,2017-03-12,Moree,chaud_humide
7591,2017-03-18,Moree,chaud_humide
7601,2017-03-29,Moree,chaud_humide
7645,2017-05-18,Moree,chaud_humide
7646,2017-05-21,Moree,chaud_humide
7648,2017-05-23,Moree,chaud_humide
7650,2017-05-27,Moree,chaud_humide
7664,2017-06-11,Moree,chaud_humide
7699,2009-02-04,Norah Head,chaud_humide
7706,2009-02-21,Norah Head,chaud_humide
7708,2009-02-23,Norah Head,chaud_humide
7722,2009-03-10,Norah Head,chaud_humide
7725,2009-03-14,Norah Head,chaud_humide
7735,2009-03-26,Norah Head,chaud_humide
7738,2009-03-30,Norah Head,chaud_humide
7746,2009-04-13,Norah Head,chaud_humide
7750,2009-04-18,Norah Head,chaud_humide
7758,2009-04-29,Norah Head,chaud_humide
7759,2009-05-02,Norah Head,chaud_humide
7760,2009-05-04,Norah Head,chaud_humide
7762,2009-05-07,Norah Head,chaud_humide
7769,2009-05-19,Norah Head,chaud_humide
7774,2009-05-28,Norah Head,chaud_humide
7775,2009-06-01,Norah Head,chaud_humide
7776,2009-06-04,Norah Head,chaud_humide
7794,2009-06-30,Norah Head,chaud_humide
7800,2009-07-06,Norah Head,chaud_humide
7801,2009-07-09,Norah Head,chaud_humide
7802,2009-07-12,Norah Head,chaud_humide
7803,2009-07-13,Norah Head,chaud_humide
7811,2009-07-22,Norah Head,chaud_humide
7837,2009-08-21,Norah Head,chaud_humide
7845,2009-08-29,Norah Head,chaud_humide
7850,2009-09-03,Norah Head,chaud_humide
7853,2009-09-07,Norah Head,chaud_humide
7866,2009-09-20,Norah Head,chaud_humide
7875,2009-10-02,Norah Head,chaud_humide
7876,2009-10-12,Norah Head,chaud_humide
7881,2009-10-17,Norah Head,chaud_humide
7902,2009-11-24,Norah Head,chaud_humide
7903,2009-11-26,Norah Head,chaud_humide
7913,2009-12-10,Norah Head,chaud_humide
7918,2009-12-18,Norah Head,chaud_humide
7920,2009-12-30,Norah Head,chaud_humide
7921,2010-01-02,Norah Head,chaud_humide
7937,2010-02-05,Norah Head,chaud_humide
7938,2010-02-07,Norah Head,chaud_humide
7941,2010-02-12,Norah Head,chaud_humide
7948,2010-02-28,Norah Head,chaud_humide
7949,2010-03-03,Norah Head,chaud_humide
7967,2010-04-03,Norah Head,chaud_humide
7969,2010-04-06,Norah Head,chaud_humide
7977,2010-04-16,Norah Head,chaud_humide
7984,2010-04-24,Norah Head,chaud_humide
7987,2010-04-30,Norah Head,chaud_humide
7990,2010-05-04,Norah Head,chaud_humide
8000,2010-05-16,Norah Head,chaud_humide
8002,2010-05-21,Norah Head,chaud_humide
8003,2010-05-24,Norah Head,chaud_humide
8004,2010-05-28,Norah Head,chaud_humide
8006,2010-06-06,Norah Head,chaud_humide
8016,2010-06-21,Norah Head,chaud_humide
8017,2010-06-23,Norah Head,chaud_humide
8018,2010-06-25,Norah Head,chaud_humide
8025,2010-07-07,Norah Head,chaud_humide
8029,2010-07-13,Norah Head,chaud_humide
8030,2010-07-14,Norah Head,chaud_humide
8036,2010-07-20,Norah Head,chaud_humide
8037,2010-07-22,Norah Head,chaud_humide
8040,2010-07-27,Norah Head,chaud_humide
8043,2010-08-02,Norah Head,chaud_humide
8082,2010-10-02,Norah Head,chaud_humide
8084,2010-10-05,Norah Head,chaud_humide
8087,2010-10-10,Norah Head,chaud_humide
8088,2010-10-13,Norah Head,chaud_humide
8090,2010-10-17,Norah Head,chaud_humide
8097,2010-10-27,Norah Head,chaud_humide
8101,2010-11-01,Norah Head,chaud_humide
8102,2010-11-03,Norah Head,chaud_humide
8110,2010-11-18,Norah Head,chaud_humide
8116,2010-11-28,Norah Head,chaud_humide
8117,2010-11-29,Norah Head,chaud_humide
8130,2010-12-19,Norah Head,chaud_humide
8136,2010-12-26,Norah Head,chaud_humide
8142,2011-01-02,Norah Head,chaud_humide
8144,2011-01-05,Norah Head,chaud_humide
8152,2011-01-20,Norah Head,chaud_humide
8156,2011-01-24,Norah Head,chaud_humide
8170,2011-02-09,Norah Head,chaud_humide
8177,2011-02-19,Norah Head,chaud_humide
8180,2011-02-22,Norah Head,chaud_humide
8185,2011-02-28,Norah Head,chaud_humide
8187,2011-03-02,Norah Head,chaud_humide
8190,2011-03-06,Norah Head,chaud_humide
8193,2011-03-09,Norah Head,chaud_humide
8194,2011-03-10,Norah Head,chaud_humide
8200,2011-03-18,Norah Head,chaud_humide
8203,2011-03-25,Norah Head,chaud_humide
8208,2011-05-04,Norah Head,chaud_humide
8224,2011-05-24,Norah Head,chaud_humide
8225,2011-05-27,Norah Head,chaud_humide
8227,2011-06-04,Norah Head,chaud_humide
8230,2011-06-10,Norah Head,chaud_humide
8245,2011-07-05,Norah Head,chaud_humide
8254,2011-07-14,Norah Head,chaud_humide
8256,2011-07-19,Norah Head,chaud_humide
8259,2011-07-27,Norah Head,chaud_humide
8266,2011-08-06,Norah Head,chaud_humide
8270,2011-08-11,Norah Head,chaud_humide
8271,2011-08-13,Norah Head,chaud_humide
8279,2011-08-29,Norah Head,chaud_humide
8287,2011-09-08,Norah Head,chaud_humide
8288,2011-09-11,Norah Head,chaud_humide
8304,2011-10-01,Norah Head,chaud_humide
8312,2011-10-14,Norah Head,chaud_humide
8314,2011-10-16,Norah Head,chaud_humide
8325,2011-10-30,Norah Head,chaud_humide
8327,2011-11-02,Norah Head,chaud_humide
8335,2011-11-12,Norah Head,chaud_humide
8336,2011-11-14,Norah Head,chaud_humide
8340,2011-11-20,Norah Head,chaud_humide
